index,value_x,value_y,변동치,계절조정,변동치_계절조정,뉴스지수,뉴스지수_증가율,뉴스지수_모멘텀,뉴스지수_모멘텀스코어,매수,매도,Date,kospi1
2006-07-01,4.25,88.53,4.533250000089166,86.4789912537828,4.5287564945327,98.84117089530734,0.005083533706468524,1.0,1.0,1.0,,2006-07-01,1277.9950000000001
2006-08-01,4.5,91.51,4.542616549192922,95.8015017261017,4.554492435818979,99.4028638399158,0.005682783191666152,1.0,1.0,1.0,,2006-08-01,1316.0845454545454
2006-09-01,4.5,101.31,4.556056142073993,101.439727696461,4.577429830751289,99.90347785507306,0.0050362132016990024,1.0,1.0,1.0,,2006-09-01,1356.5261904761905
2006-10-01,4.5,97.8,4.566424103761367,102.350593486824,4.592599754909108,100.23456500183445,0.0033140702793319488,1.0,1.0,1.0,,2006-10-01,1354.0378947368422
2006-11-01,4.5,99.46,4.573126865599125,104.542364798156,4.5985950887008435,100.36541456563826,0.001305433547812651,1.0,1.0,1.0,,2006-11-01,1403.925909090909
2006-12-01,4.5,98.61,4.577310314004933,98.6594310629643,4.597042244959526,100.33152338738776,-0.00033767785842542253,0.0,0.6666666666666666,,,2006-12-01,1418.8326315789473
2007-01-01,4.5,91.84,4.582928034242123,93.4881411638636,4.593889424526873,100.26271234321653,-0.0006858367325446313,0.0,0.3333333333333333,,,2007-01-01,1379.25
2007-02-01,4.5,96.65,4.595395581287018,98.5615103324124,4.594630297478727,100.27888206886514,0.00016127357090889305,1.0,0.3333333333333333,,,2007-02-01,1434.8942105263159
2007-03-01,4.5,98.31,4.613498480649203,97.8117056515328,4.600008293313755,100.39625808721499,0.001170495880371325,1.0,0.6666666666666666,,,2007-03-01,1431.6233333333334
2007-04-01,4.5,106.28,4.633460544846838,97.1798457282358,4.610432300202076,100.62376447831953,0.0022660843684723098,1.0,1.0,1.0,,2007-04-01,1517.1157142857144
2007-05-01,4.5,106.49,4.648830209197005,101.58116232149,4.624873497200607,100.93894698419896,0.003132286965345399,1.0,1.0,1.0,,2007-05-01,1614.9433333333332
2007-06-01,4.5,107.75,4.656594925431267,106.831256612251,4.639433235563964,101.25671668312204,0.0031481376457476173,1.0,1.0,1.0,,2007-06-01,1754.284
2007-07-01,4.75,110.7,4.655768255060141,108.718694961349,4.649872947332439,101.48456583691322,0.002250212739014934,1.0,1.0,1.0,,2007-07-01,1911.5590476190475
2007-08-01,5.0,96.84,4.647811400864121,101.148712522048,4.654650135532192,101.58882908794489,0.0010273803722944397,1.0,1.0,1.0,,2007-08-01,1815.0200000000002
2007-09-01,5.0,102.58,4.639568999406174,102.868197356087,4.6555184252700075,101.60777971478157,0.0001865424280091954,1.0,1.0,1.0,,2007-09-01,1879.0335294117647
2007-10-01,5.0,107.16,4.630003457695353,111.646665811278,4.651006697628779,101.50931020259692,-0.0009691139050677089,0.0,0.6666666666666666,,,2007-10-01,2004.5513636363635
2007-11-01,5.0,95.98,4.617136331817847,100.844604695113,4.637773488239323,101.22049230913417,-0.002845235504864707,0.0,0.3333333333333333,,,2007-11-01,1924.840909090909
2007-12-01,5.0,102.3,4.603663031179327,101.937326309169,4.6179291737689745,100.78738549929977,-0.004278845122701602,0.0,0.0,,1.0,2007-12-01,1903.9866666666667
2008-01-01,5.0,97.46,4.586691030794894,98.5100389529833,4.591532816044801,100.21127881129866,-0.005716059456717604,0.0,0.0,,1.0,2008-01-01,1732.2859090909092
2008-02-01,5.0,96.06,4.565885077916749,98.1348888424971,4.559188185128273,99.50534966809442,-0.0070444080903659945,0.0,0.0,,1.0,2008-02-01,1689.533888888889
2008-03-01,5.0,86.99,4.5401458006770445,86.2732310294658,4.521381694868678,98.68021416584084,-0.008292373274460862,0.0,0.0,,1.0,2008-03-01,1651.1542857142856
2008-04-01,5.0,102.52,4.508277795104461,94.1844950788594,4.480901305421099,97.79672018771967,-0.00895310154714879,0.0,0.0,,1.0,2008-04-01,1776.577142857143
2008-05-01,5.0,92.78,4.461244645849387,88.4931761223649,4.435121879227369,96.79757349185155,-0.010216566506016433,0.0,0.0,,1.0,2008-05-01,1846.7505263157896
2008-06-01,5.0,76.29,4.402850065391421,75.2639053530751,4.386871568937872,95.74449917203921,-0.01087913965013787,0.0,0.0,,1.0,2008-06-01,1758.1695
2008-07-01,5.0,79.19,4.344170876266779,77.0744393758785,4.343029638216693,94.78763876852145,-0.009993894289409,0.0,0.0,,1.0,2008-07-01,1569.5995652173913
2008-08-01,5.25,75.6,4.289080149453395,79.9485286792859,4.304893708461678,93.95531317214251,-0.008780950841190793,0.0,0.0,,1.0,2008-08-01,1537.5455
2008-09-01,5.25,70.14,4.24436937321244,71.0537042103369,4.273909585476773,93.27907743310699,-0.0071974188175664144,0.0,0.0,,1.0,2008-09-01,1446.5638095238096
2008-10-01,4.25,59.34,4.220665893352742,63.816499424208,4.258004932426231,92.93195465622618,-0.0037213358711629674,0.0,0.0,,1.0,2008-10-01,1201.6959090909093
2008-11-01,4.0,64.71,4.229243945899302,69.3456691860714,4.264220093275241,93.06760199702723,0.0014596415334513502,1.0,0.3333333333333333,,,2008-11-01,1073.9450000000002
2008-12-01,3.0,72.07,4.266893017975719,71.2244206896101,4.290952909041792,93.65105196058441,0.00626909849440227,1.0,0.6666666666666666,,,2008-12-01,1114.8999999999999
2009-01-01,2.5,75.71,4.324148443488858,75.5321669148677,4.334474150289498,94.60091324125463,0.010142558580868766,1.0,1.0,1.0,,2009-01-01,1156.374210526316
2009-02-01,2.0,79.49,4.3926796274084134,81.6494543731814,4.388926293492845,95.78934401656244,0.012562571909607634,1.0,1.0,1.0,,2009-02-01,1139.7455
2009-03-01,2.0,89.93,4.464447509612843,88.5365421070422,4.447611846184167,97.07016994519235,0.013371277794829162,1.0,1.0,1.0,,2009-03-01,1140.4545454545455
2009-04-01,2.0,98.41,4.5296149809256185,90.7864984625217,4.504978211779483,98.32220430656605,0.012898240129595173,1.0,1.0,1.0,,2009-04-01,1322.0981818181817
2009-05-01,2.0,99.13,4.581990798655275,95.7188277469921,4.558507008006313,99.49048281791093,0.011882143200351969,1.0,1.0,1.0,,2009-05-01,1400.497894736842
2009-06-01,2.0,100.38,4.621659499813331,99.6361398093211,4.605978954789229,100.52656917193941,0.01041392427378951,1.0,1.0,1.0,,2009-06-01,1395.2431818181817
2009-07-01,2.0,108.01,4.650227361597267,106.551472574095,4.645421222677166,101.38740590394666,0.008563275749865484,1.0,1.0,1.0,,2009-07-01,1460.0330434782609
2009-08-01,2.0,105.47,4.66796113985024,109.829627825675,4.674482957170065,102.02168506401951,0.006255995549129256,1.0,1.0,1.0,,2009-08-01,1577.907142857143
2009-09-01,2.0,108.66,4.678501238308434,110.027156762378,4.692779109140017,102.42100286478262,0.003914048278192306,1.0,1.0,1.0,,2009-09-01,1659.4468181818183
2009-10-01,2.0,105.49,4.684482645664151,109.983880992528,4.701995370801455,102.62214993351856,0.001963924030323083,1.0,1.0,1.0,,2009-10-01,1630.6128571428574
2009-11-01,2.0,104.32,4.689566010395714,108.077411320104,4.704490336538819,102.67660314492935,0.0005306185014255504,1.0,1.0,1.0,,2009-11-01,1583.4666666666667
2009-12-01,2.0,113.7,4.694685092710439,112.446395138794,4.702481930030278,102.63276920261481,-0.0004269126653193567,0.0,0.6666666666666666,,,2009-12-01,1646.6371428571426
2010-01-01,2.0,112.85,4.69633447197816,111.390435180119,4.696353964207484,102.49902491367752,-0.001303134369036285,0.0,0.3333333333333333,,,2010-01-01,1682.1575
2010-02-01,2.0,105.01,4.695108442943533,107.221158264114,4.688184779979089,102.3207305550895,-0.0017394737046344533,0.0,0.0,,1.0,2010-02-01,1598.9563157894736
2010-03-01,2.0,108.15,4.694735638041655,105.839151157136,4.681466903659558,102.17411133143419,-0.0014329376154753604,0.0,0.0,,1.0,2010-03-01,1665.5040909090908
2010-04-01,2.0,112.74,4.694615711040911,106.126058342985,4.678566861903494,102.1108172410673,-0.0006194728737261013,0.0,0.0,,1.0,2010-04-01,1730.286818181818
2010-05-01,2.0,107.79,4.692965474624654,105.209003569226,4.680195406009712,102.14636059750688,0.0003480861029216964,1.0,0.3333333333333333,,,2010-05-01,1648.3
2010-06-01,2.0,110.27,4.69121436875914,110.111657148709,4.6858827006256,102.27048713417086,0.0012151831542299707,1.0,0.6666666666666666,,,2010-06-01,1691.9371428571428
2010-07-01,2.25,109.12,4.689443893268792,108.432362980944,4.693104127997756,102.42809647745551,0.001541102890004531,1.0,1.0,1.0,,2010-07-01,1731.1227272727272
2010-08-01,2.25,104.44,4.688971088302011,108.861658362381,4.700658229811547,102.59296651832409,0.0016096173465927066,1.0,1.0,1.0,,2010-08-01,1762.1836363636364
2010-09-01,2.25,109.72,4.69142999680809,111.474318553537,4.706752049799352,102.72596556641754,0.0012963758882018617,1.0,1.0,1.0,,2010-09-01,1815.7494736842104
2010-10-01,2.25,108.34,4.694199318121261,112.602737275623,4.708695989324334,102.76839250172105,0.0004130108202884397,1.0,1.0,1.0,,2010-10-01,1889.6971428571428
2010-11-01,2.5,109.6,4.695343740206179,112.219332464278,4.704397205512963,102.67457053848354,-0.0009129457117463824,0.0,0.6666666666666666,,,2010-11-01,1924.7072727272725
2010-12-01,2.5,112.16,4.6919870194230295,110.658468732979,4.693048379400329,102.4268797512632,-0.0024123868833471063,0.0,0.3333333333333333,,,2010-12-01,2002.5040909090908
2011-01-01,2.75,115.5,4.6814102760592435,113.173155944311,4.6752030322679685,102.03740087163584,-0.003802506535132033,0.0,0.0,,1.0,2011-01-01,2091.6099999999997
2011-02-01,2.75,101.58,4.663840245616971,103.602328493844,4.652549411150732,101.5429802864378,-0.004845483920352223,0.0,0.0,,1.0,2011-02-01,2002.8694117647058
2011-03-01,3.0,96.32,4.646658957299241,93.1526975277445,4.63132717263651,101.07979996170683,-0.004561421414108646,0.0,0.0,,1.0,2011-03-01,2002.669090909091
2011-04-01,3.0,107.27,4.632714869062001,101.425656363149,4.616759963465073,100.76186721064813,-0.0031453638726940403,0.0,0.0,,1.0,2011-04-01,2153.132380952381
2011-05-01,3.0,103.06,4.616527999919065,101.176255927906,4.605844119214504,100.52362635394948,-0.0023643950166246652,0.0,0.0,,1.0,2011-05-01,2121.8720000000003
2011-06-01,3.25,101.25,4.597113903571794,101.773238560654,4.595794544332785,100.30429202906176,-0.0021819181504200147,0.0,0.0,,1.0,2011-06-01,2074.6438095238095
2011-07-01,3.25,105.61,4.575468250236153,106.054295088476,4.584759824298206,100.06345668054249,-0.0024010472896761614,0.0,0.0,,1.0,2011-07-01,2150.0561904761903
2011-08-01,3.25,84.65,4.55474565602643,89.2268969242323,4.573171707002968,99.81054330723212,-0.0025275298465632368,0.0,0.0,,1.0,2011-08-01,1869.4077272727272
2011-09-01,3.25,89.39,4.546988670818856,90.9787598989974,4.568173756694206,99.70146187148018,-0.0010928849011088149,0.0,0.0,,1.0,2011-09-01,1790.9495
2011-10-01,3.25,96.72,4.551985570195408,100.718961091217,4.5699618873598205,99.74048824194556,0.0003914322792546443,1.0,0.3333333333333333,,,2011-10-01,1825.878
2011-11-01,3.25,95.25,4.563833741450552,96.1985587066434,4.57385569872886,99.82547158680543,0.0008520446045314767,1.0,0.6666666666666666,,,2011-11-01,1858.7954545454545
2011-12-01,3.25,96.75,4.578722715799255,95.5623614944615,4.578765418096598,99.93262736161039,0.0010734311904729843,1.0,1.0,1.0,,2011-12-01,1863.23
2012-01-01,3.25,103.01,4.592069297088286,100.724715802715,4.582969820878195,100.0243894367739,0.0009182393937414712,1.0,1.0,1.0,,2012-01-01,1891.0115
2012-02-01,3.25,97.46,4.598594817972824,99.1917247374756,4.5831386767514175,100.02807475574436,3.684420361071972e-05,1.0,1.0,1.0,,2012-02-01,2003.2314285714285
2012-03-01,3.25,104.82,4.597528658743578,100.958877580977,4.578435569967959,99.92542834896936,-0.001026175971352461,0.0,0.6666666666666666,,,2012-03-01,2023.407142857143
2012-04-01,3.25,102.87,4.58607967862363,97.6019229162915,4.569203023189371,99.72392585373849,-0.00201652871106206,0.0,0.3333333333333333,,,2012-04-01,1995.9195
2012-05-01,3.25,93.04,4.567225480059941,91.2841572314464,4.558857757171207,99.4981380005622,-0.0022641292071419183,0.0,0.0,,1.0,2012-05-01,1886.3509523809525
2012-06-01,3.25,93.76,4.548939820467138,94.9067375656837,4.5518076677964565,99.34426814918949,-0.0015464596068304193,0.0,0.0,,1.0,2012-06-01,1848.5994999999998
2012-07-01,3.0,90.52,4.535590548560308,91.4913589817199,4.548657082810708,99.27550589417037,-0.0006921612721114689,0.0,0.0,,1.0,2012-07-01,1826.75
2012-08-01,3.0,88.93,4.530681315636485,93.9379576133437,4.5501028427194266,99.30705994270086,0.00031784324085060156,1.0,0.3333333333333333,,,2012-08-01,1918.9122727272727
2012-09-01,3.0,94.59,4.534551156765296,96.1033236974275,4.55409455841206,99.39418007234734,0.0008772803232393045,1.0,0.6666666666666666,,,2012-09-01,1961.289
2012-10-01,2.75,91.9,4.543023414297739,95.4978710398969,4.557948754023573,99.47829879402323,0.0008463143577890353,1.0,1.0,1.0,,2012-10-01,1942.1938095238095
2012-11-01,2.75,97.12,4.55350378274956,96.6276901537924,4.559942004157564,99.52180194491437,0.0004373129759809302,1.0,1.0,1.0,,2012-11-01,1904.703181818182
2012-12-01,2.75,98.42,4.561044172769384,97.7955863072632,4.558448901686898,99.48921463388419,-0.0003274389168337333,0.0,0.6666666666666666,,,2012-12-01,1973.8416666666667
2013-01-01,2.75,98.73,4.563062778261905,97.2604748552414,4.552770109629422,99.3652736675484,-0.001245772888969876,0.0,0.3333333333333333,,,2013-01-01,1986.1031818181816
2013-02-01,2.75,93.37,4.559950733973569,94.7785325888776,4.544276806181831,99.17990533110935,-0.0018655243386058729,0.0,0.0,,1.0,2013-02-01,1979.8547368421052
2013-03-01,2.75,96.9,4.555190970777347,92.3688782834988,4.536426636800608,99.00857354625776,-0.0017274848597566006,0.0,0.0,,1.0,2013-03-01,1990.243
2013-04-01,2.75,91.45,4.549800615167383,86.181954566065,4.533292784045294,98.9401764760857,-0.0006908196706835179,0.0,0.0,,1.0,2013-04-01,1938.8840909090907
2013-05-01,2.5,98.0,4.546746338254062,96.1520181130317,4.538047614125709,99.04395175592771,0.0010488689583760813,1.0,0.3333333333333333,,,2013-05-01,1974.4538095238095
2013-06-01,2.5,90.09,4.545408711589687,91.8618198596242,4.547351858059024,99.24701905834827,0.0020502746388892934,1.0,0.6666666666666666,,,2013-06-01,1884.4126315789472
2013-07-01,2.5,94.2,4.549198917177787,95.3474443317963,4.560229477258207,99.52807611264734,0.00283189416635099,1.0,1.0,1.0,,2013-07-01,1871.7682608695652
2013-08-01,2.5,91.9,4.556825553052563,96.9144828289781,4.573410096076079,99.81574620457124,0.0028903411294549652,1.0,1.0,1.0,,2013-08-01,1896.9619047619046
2013-09-01,2.5,103.7,4.566599231959413,105.088873001662,4.58339497217283,100.03366846332791,0.002183245299895331,1.0,1.0,1.0,,2013-09-01,1984.3944444444444
2013-10-01,2.5,94.69,4.57302134467437,98.2793646171312,4.586720655758172,100.10625228628224,0.0007255939332160288,1.0,1.0,1.0,,2013-10-01,2029.675238095238
2013-11-01,2.5,100.09,4.578491479510064,98.7973130105985,4.585975709136103,100.08999365182737,-0.00016241377619830022,0.0,0.6666666666666666,,,2013-11-01,2009.9242857142858
2013-12-01,2.5,97.08,4.583045486020342,96.9999238137331,4.583840863903066,100.04340015474524,-0.000465516035940694,0.0,0.3333333333333333,,,2013-12-01,1988.334
2014-01-01,2.5,94.3,4.589627245131395,93.7505190153728,4.583598381983508,100.03810793007409,-5.289928833851487e-05,0.0,0.0,,1.0,2014-01-01,1948.2195
2014-02-01,2.5,97.73,4.600388914446776,98.9861188676374,4.587757127639898,100.12887352778938,0.0009073102200087835,1.0,0.3333333333333333,,,2014-02-01,1937.7329999999997
2014-03-01,2.5,103.69,4.612933358794438,99.1105123779297,4.595185008379082,100.29098876415019,0.0016190658163732774,1.0,0.6666666666666666,,,2014-03-01,1952.4295238095237
2014-04-01,2.5,103.9,4.622946513389937,98.2620150133192,4.605361826255754,100.51310019719652,0.002214669889920584,1.0,1.0,1.0,,2014-04-01,1991.1913636363636
2014-05-01,2.5,102.71,4.629116422837345,100.205773561958,4.617855926587151,100.78578686240573,0.0027129465181576773,1.0,1.0,1.0,,2014-05-01,1994.1347368421052
2014-06-01,2.5,101.0,4.632290555708477,103.097144923199,4.63073357378898,101.06684452786912,0.00278866370162989,1.0,1.0,1.0,,2014-06-01,1995.0836842105261
2014-07-01,2.5,103.19,4.63361065687785,104.06891526927,4.64116068948387,101.29441876940496,0.0022517200630824963,1.0,1.0,1.0,,2014-07-01,2021.9521739130435
2014-08-01,2.25,108.17,4.632407784917552,113.169503232568,4.64672237464161,101.41580385023359,0.0011983392797283443,1.0,1.0,1.0,,2014-08-01,2060.9335
