Date,단기채로그,중기채로그,ksp로그,iau로그,dbc로그,vnq로그,nsd로그,상승,코스피,유동성기법,레버리지기법,그레이엄기법,린치기법,버핏기법,삼대투자기법,성장성기법,수익성기법,시장가치기법,활동성기법,단기채w,중기채w,kspw,iauw,dbcw,vnqw,nsdw,금액,kospi,유동성추이,레버리지추이,성장성추이,수익성추이,시장가치추이,활동성추이,그레이엄추이,린치추이,버핏추이,삼대투자추이,Date
2017-07-17,0.00010827,2.75e-05,0.004326783,0.004224699,-0.003447123,0.00803193,0.006033268,0,2425.100098,0.013393433,0.011353538,0.003543271,0.00761539,0.00229833,0.003641112,0.001645505,0.008740664,0.004244569,0.004319213,0.119012855,0.1928459,0.21566044,0.08663671,0.053598363,0.06542573,0.26681995,10000,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2017-07-17
2017-07-18,4.75e-05,0.00020511,0.000387514,0.007559898,0.004135111,-0.002151636,0.002933008,0,2426.040039,-0.002331965,0.001327547,0.005499585,-0.004613502,-0.000930891,-0.008356801,-0.005728996,0.001003779,-0.005137683,-0.007171075,0.119012855,0.1928459,0.21566044,0.08663671,0.053598363,0.06542573,0.26681995,10000,10016.51401104465,10010.654868038533,10018.543029622739,10003.358280613184,10017.843975739806,10004.626598890467,10000.268281446446,10027.571237498816,10005.75155175007,10013.671505195814,9997.73091600868,2017-07-18
2017-07-19,2.65e-05,6.96e-05,0.001606227,-0.001675001,0.008901164,0.007510559,0.001533213,0,2429.939941,0.004863613,-0.001580445,-0.002149862,0.006325364,0.010995685,-0.001051385,0.009240728,0.000542274,0.005040037,0.002388641,0.119012855,0.1928459,0.21566044,0.08663671,0.053598363,0.06542573,0.26681995,10000,10032.541074941382,10033.727723976775,10027.688114057742,10035.924030470325,10031.572076868813,10028.068103101376,10017.960127766233,10035.495464628963,10031.985034195852,10050.09929424142,10007.99621696243,2017-07-19
2017-07-20,4.06e-05,0.000338985,0.004885348,0.001675001,-0.00136431,-0.004642884,0.002919957,0,2441.840088,0.012834917,0.003247666,0.01041008,-0.004061383,0.001638859,0.013152367,-0.003392045,0.006011067,0.010600748,0.001226608,0.119012855,0.1928459,0.21566044,0.08663671,0.053598363,0.06542573,0.26681995,10000,10049.352219082877,10067.89588907714,10040.935083387905,10034.812220344837,10050.830297574907,10057.328301213827,10026.81801529965,10064.36032155141,10029.430932774882,10059.880396803688,10042.770880097669,2017-07-20
2017-07-21,3.93e-05,0.000425748,0.003360648,0.009162964,-0.013745917,-0.000716039,0.009947399,0,2450.060059,-0.003102245,-0.004953017,-0.000480838,-0.006604392,-0.007433223,-0.001016674,-0.003777943,-0.002766288,0.008144521,-0.001461573,0.119012855,0.1928459,0.21566044,0.08663671,0.053598363,0.06542573,0.26681995,10000,10084.515731415122,10089.08991355799,10058.080739211211,10054.479335645068,10072.714472623904,10102.955660400015,10051.465249713192,10091.226443586664,10043.005681082079,10071.710770958609,10068.419710388807,2017-07-21
2017-07-24,0.00011919,0.000304698,0.000599793,0.00165696,0.002073951,-0.001912094,-0.00137556,0,2451.530029,0.00141509,0.001120478,0.001722475,-0.001942185,-0.005928377,-0.001641025,0.004816792,0.003398917,0.001375449,0.007094994,0.119012855,0.1928459,0.21566044,0.08663671,0.053598363,0.06542573,0.26681995,10000,10084.167677048512,10090.517426944569,10058.864002627,10063.30106705883,10078.459494763081,10104.298644945971,10065.252304667203,10093.324264860212,10037.157135179476,10057.221222398344,10063.209120820135,2017-07-24
2017-07-25,4.09e-05,7.05e-05,-0.004755317,-0.004147678,0.010989212,0.00131493,0.00137556,0,2439.899902,0.010658513,0.004901949,-0.00602466,0.001948814,-0.003742181,0.00246011,0.00431794,0.001405348,0.001116898,-0.000318358,0.119012855,0.1928459,0.21566044,0.08663671,0.053598363,0.06542573,0.26681995,10000,10080.964278325308,10120.953921576882,10076.619757260096,10079.791348556046,10088.625880055737,10113.861740946912,10071.661724464753,10087.369791842933,10048.460228502823,10056.214503209312,10075.6536338298,2017-07-25
2017-07-26,2.95e-05,-0.000217373,-0.002211507,0.007453463,0.009517377,0.006905664,0.023236595,0,2434.51001,-9.76e-05,-0.009212198,0.007765223,0.010018645,-0.011041895,0.004737693,-0.006034822,-0.000442465,-0.001960269,-0.010012055,0.119012855,0.1928459,0.21566044,0.08663671,0.053598363,0.06542573,0.26681995,10000,10155.279098294797,10200.172216239793,10135.775769022335,10145.820545716917,10166.841011832039,10188.965922715986,10129.067912353566,10183.496117901288,10149.142677527187,10111.322590939153,10165.048474994288,2017-07-26
2017-07-27,4.11e-05,0.000452552,0.003579515,-0.000825442,0.006070849,0.00118576,-0.001612905,0,2443.23999,0.005714552,0.008167296,0.008698609,0.006482408,0.006651479,0.00740898,0.007024555,0.010237094,0.008799723,0.003669126,0.119012855,0.1928459,0.21566044,0.08663671,0.053598363,0.06542573,0.26681995,10000,10163.078202196399,10212.724272413618,10153.647343099517,10161.190388915915,10189.347524607714,10208.33278983465,10137.04334698489,10202.628572518219,10163.322878037561,10125.82105725703,10181.296286336665,2017-07-27
2017-07-28,5.09e-05,-2.87e-05,-0.017443875,0.008223762,0.005365551,-0.002729309,0.000537739,0,2400.98999,-0.011067541,-0.003968995,-0.007427654,-0.00100878,-0.024122288,-0.00891598,-0.007553987,-0.01388517,-0.009283419,0.002348294,0.119012855,0.1928459,0.21566044,0.08663671,0.053598363,0.06542573,0.26681995,10000,10135.029210524746,10198.383255072898,10154.816860736948,10154.549871102367,10168.924531567878,10197.885979447045,10152.010387840131,10196.236870592587,10170.965662197174,10083.590924280452,10171.676622697218,2017-07-28
