Date,Date,단기채로그,중기채로그,ksp로그,iau로그,dbc로그,vnq로그,nsd로그,상승,코스피,유동성기법,레버리지기법,그레이엄기법,린치기법,버핏기법,삼대투자기법,성장성기법,수익성기법,시장가치기법,활동성기법,단기채w,중기채w,kspw,iauw,dbcw,vnqw,nsdw,금액,kospi,유동성추이,레버리지추이,성장성추이,수익성추이,시장가치추이,활동성추이,그레이엄추이,린치추이,버핏추이,삼대투자추이
2017-07-17,2017-07-17,0.0001082702501662,2.7479740118963e-05,0.0043267831967703,0.004224698881726,-0.0034471234211457,0.0080319304930975,0.0060332681468446,0.0,2425.10009765625,0.0133934328227688,0.011353538493293,0.003543271110408,0.007615389980963,0.0022983302786055,0.0036411118242211,0.001645504593258,0.0087406635181926,0.0042445686413337,0.004319213116441,0.33396807,0.29931527,0.13022374,0.056268368,0.07314659,0.053249516,0.053828407,10000,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2017-07-18,2017-07-18,4.75073819199423e-05,0.0002051098132618,0.0003875136118614,0.0075598977948199,0.0041351109753686,-0.0021516361548927,0.0029330079429312,0.0,2426.0400390625,-0.0023319649822736,0.0013275474251869,0.005499584603317,-0.0046135016658196,-0.0009308913191027,-0.00835680066504,-0.0057289960356243,0.0010037790515621,-0.0051376831828322,-0.0071710753741401,0.33396807,0.29931527,0.13022374,0.056268368,0.07314659,0.053249516,0.053828407,10000,10009.014504614399,10005.476538163819,10010.239702042283,10001.070589077002,10009.817586998048,10001.836446312767,9999.204733000362,10015.69126637894,10002.515735074325,10007.298094673411,9997.67257893705
2017-07-19,2017-07-19,2.65343764347392e-05,6.96419965198202e-05,0.0016062270429051,-0.0016750007260837,0.008901164133177,0.0075105590562944,0.0015332126047518,0.0,2429.93994140625,0.0048636129572527,-0.001580444509771,-0.0021498622168412,0.0063253637764757,0.0109956853453473,-0.0010513845940511,0.0092407277557462,0.0005422740468999,0.0050400369222581,0.0023886406119377,0.33396807,0.29931527,0.13022374,0.056268368,0.07314659,0.053249516,0.053828407,10000,10021.854706982722,10022.570168456776,10018.927368711098,10023.89769360819,10021.27044926053,10019.154786542695,10013.053195010563,10023.642367684059,10021.519014589134,10032.449711068934,10007.037234335628
2017-07-20,2017-07-20,4.06380905761949e-05,0.0003389846320072,0.004885347893718,0.0016750007260837,-0.0013643098069913,-0.004642883847663,0.0029199567553117,0.0,2441.84008789062,0.0128349167929185,0.0032476656118104,0.0104100802533348,-0.0040613826936795,0.0016388585410991,0.0131523673038095,-0.0033920445867684,0.0060110667478934,0.010600747995034,0.001226608136541,0.33396807,0.29931527,0.13022374,0.056268368,0.07314659,0.053249516,0.053828407,10000,10028.450173759114,10039.634062298395,10023.375514532185,10019.681513823733,10029.342628600183,10033.263515542501,10014.857498104222,10037.505905906813,10016.433571771775,10034.79687148323,10024.493779850374
2017-07-21,2017-07-21,3.92674186038277e-05,0.0004257481328924,0.0033606484978498,0.0091629636766836,-0.01374591673168,-0.0007160390537386,0.0099473991345639,0.0,2450.06005859375,-0.0031022450849226,-0.0049530173810785,-0.0004808378610164,-0.0066043919414701,-0.0074332231390071,-0.0010166743422889,-0.0037779427255266,-0.002766288231891,0.0081445211051436,-0.0014615733243072,0.33396807,0.29931527,0.13022374,0.056268368,0.07314659,0.053249516,0.053828407,10000,10034.450033104189,10037.189927663665,10018.529269231758,10016.363613789703,10027.338493099835,10045.552780672098,10014.554236949385,10038.482655028745,10009.449078419406,10026.72405796585,10024.770290861545
2017-07-24,2017-07-24,0.0001191903807526,0.0003046978206615,0.0005997934224755,0.0016569600978182,0.0020739514301255,-0.0019120936864229,-0.0013755600650373,0.0,2451.53002929687,0.0014150902539576,0.0011204778080333,0.0017224750581757,-0.0019421847560277,-0.0059283769111416,-0.001641025197204,0.0048167924727859,0.0033989166061154,0.0013754489816186,0.0070949940250494,0.33396807,0.29931527,0.13022374,0.056268368,0.07314659,0.053249516,0.053828407,10000,10037.245350584377,10041.052741079397,10022.00004725678,10024.669334208977,10033.794233942006,10049.366882625267,10025.847283029338,10042.748425231153,10008.926266681514,10021.015941870757,10024.639127811837
2017-07-25,2017-07-25,4.08649086836021e-05,7.05488820393895e-05,-0.0047553165563813,-0.0041476784012659,0.0109892123269448,0.0013149297550452,0.0013755600650373,0.0,2439.89990234375,0.0106585125177209,0.0049019490116368,-0.0060246603144786,0.0019488144307841,-0.0037421814931988,0.0024601097627449,0.004317939573273,0.0014053479255256,0.0011168978773532,-0.0003183577250844,0.33396807,0.29931527,0.13022374,0.056268368,0.07314659,0.053249516,0.053828407,10000,10038.615013420635,10062.637568190776,10035.972322600066,10037.87941316094,10043.199726239487,10058.409011266793,10032.993626431748,10042.467709318107,10019.017991322042,10023.699899804018,10035.41563678221
2017-07-26,2017-07-26,2.95406950865384e-05,-0.0002173732491659,-0.0022115065708607,0.0074534634091691,0.0095173768665954,0.006905664445223,0.0232365948537225,0.0,2434.51000976562,-9.76003880548859e-05,-0.0092121980607307,0.007765222561694,0.0100186450439553,-0.0110418954900083,0.0047376928355843,-0.0060348215407673,-0.000442465323892,-0.0019602687779556,-0.010012054899459,0.33396807,0.29931527,0.13022374,0.056268368,0.07314659,0.053249516,0.053828407,10000,10062.827916285496,10089.675267690083,10051.081586911616,10057.113379364286,10069.734283107247,10082.99805330089,10047.06336307381,10079.77348390059,10059.202986830438,10036.426404969234,10068.713875995629
2017-07-27,2017-07-27,4.10634580543245e-05,0.0004525519073563,0.0035795150592514,-0.0008254419841988,0.0060708494626942,0.0011857595778526,-0.0016129051883853,0.0,2443.23999023437,0.0057145523986235,0.0081672963564907,0.0086986094811402,0.0064824077923166,0.0066514787217116,0.0074089803791778,0.0070245553014704,0.0102370938227574,0.008799723484015,0.0036691264406,0.33396807,0.29931527,0.13022374,0.056268368,0.07314659,0.053249516,0.053828407,10000,10072.80569857563,10102.49799555006,10067.087998897907,10071.62136614463,10088.509655279933,10099.892772931986,10057.143184246519,10096.528909380067,10072.99899101364,10050.41359988541,10083.746300594414
2017-07-28,2017-07-28,5.09076690899945e-05,-2.86976624011003e-05,-0.0174438750905672,0.0082237620322045,0.0053655506234981,-0.0027293085775568,0.000537738929208,0.0,2400.98999023437,-0.0110675410945376,-0.0039689953112707,-0.0074276538326651,-0.0010087797638679,-0.0241222875264735,-0.0089159802395338,-0.00755398692359,-0.0138851696036608,-0.0092834193533258,0.0023482941757366,0.33396807,0.29931527,0.13022374,0.056268368,0.07314659,0.053249516,0.053828407,10000,10057.680919977667,10095.598519220315,10069.449030313732,10069.308523936168,10077.963930453428,10095.317878495984,10067.768815346593,10094.37521153883,10079.234801508406,10026.761490035626,10079.656849409614
2017-07-31,2017-07-31,0.0001147746934773,0.0001307408517501,0.0007161025018662,0.0008186843483799,0.0060020230503337,0.001306184868671,0.0,0.0,2402.7099609375,-0.0033369977835672,-0.0118405347649646,0.0016471445818577,0.0043604371199858,-0.003604744045792,0.0104176036266233,0.003465857068824,-0.001189898711863,0.0012026036428499,-0.014248649443966,0.33396807,0.29931527,0.13022374,0.056268368,0.07314659,0.053249516,0.053828407,10000,10064.99032203078,10097.613895780727,10060.392922690586,10080.239576165155,10082.7872480537,10103.294825775198,10055.597946014004,10102.936608394068,10091.355419424366,10028.414733745778,10099.787653609488
