Date,단기채로그,중기채로그,ksp로그,iau로그,dbc로그,vnq로그,nsd로그,상승,코스피,유동성기법,레버리지기법,그레이엄기법,린치기법,버핏기법,삼대투자기법,성장성기법,수익성기법,시장가치기법,활동성기법,단기채w,중기채w,kspw,iauw,dbcw,vnqw,nsdw,금액,kospi,유동성추이,레버리지추이,성장성추이,수익성추이,시장가치추이,활동성추이,그레이엄추이,린치추이,버핏추이,삼대투자추이,Date
2021-07-21,-2.86225019845431e-05,0.0009292689453932,-0.0052073477412974,-0.0037785560294927,0.0197708245288623,-9.4532662319402e-05,0.0293065701174208,1.0,3215.90991210937,-0.0040457542687802,-0.0009708437484482,-0.0098324492164655,-0.0034869284678601,-0.0038233837152505,0.0002460674643097,-0.0118465344121789,0.0013800183236613,0.0041274971570873,0.0030878937258965,0.33728108,0.30585784,0.12655236,0.055611335,0.072241366,0.05138058,0.051075466,10000,12983.006494323305,12751.632962005091,12617.148069022947,12545.565342622707,12319.425456158968,12856.50544801005,12374.180483987795,12739.450167701223,12853.589741306732,12732.210476582124,12664.671978279634,2021-07-21
2021-07-22,2.78932800323872e-05,-0.0001691756868353,0.010609259099759,0.0020363554622093,0.007905159641381,-0.0079695520716009,-0.0050589127913509,1.0,3250.2099609375,0.003457339574073,0.0049969676522895,0.0109739854405015,0.0052264521655974,0.0068046617320453,0.0060567657181927,0.0112342476510365,0.0061962352794452,0.0139175963594054,0.0056391086668298,0.33728108,0.30585784,0.12655236,0.055611335,0.072241366,0.05138058,0.051075466,10000,13000.255531068402,12756.951709390994,12624.879506604633,12563.236374255968,12328.854672163401,12879.035571500794,12382.77398087423,12756.970013527593,12861.84126828518,12742.942381562818,12674.140536242236,2021-07-22
2021-07-23,1.44596885736092e-05,0.0001170673022823,0.0012944507531393,-0.0034934222006115,0.0052356341831703,0.0082530496473358,0.012972542752311,1.0,3254.419921875,0.0015008384491382,0.0038056744890452,0.0073017704515374,0.0129975028096772,0.0162691049161281,0.0271764471551577,0.008797054460094,0.0007871357737206,0.0156758340217528,0.0238594238755995,0.33728108,0.30585784,0.12655236,0.055611335,0.072241366,0.05138058,0.051075466,10000,13019.529922491485,12776.199037514936,12647.619807874817,12593.851645873643,12346.341273439737,12921.769999234677,12436.942059696492,12785.623859938598,12900.096180605598,12786.197375348442,12735.041016684356,2021-07-23
2021-07-26,9.26584736777869e-05,0.0008179689061158,-0.009096617262621,-0.0017513540054499,0.0072841786723132,0.0004722929069078,-0.0063044873808335,1.0,3224.94995117187,0.0014691836074657,-0.0048505952350415,-9.88483322412747e-05,0.0004680695109287,0.0040565368944493,-0.0048111783990375,-0.0084104448786122,-0.0105762985659845,-0.0144527964396417,-0.0006423440941297,0.33728108,0.30585784,0.12655236,0.055611335,0.072241366,0.05138058,0.051075466,10000,13010.021730387458,12783.88700363163,12645.132122999268,12585.738405386675,12335.035401329444,12903.676863922858,12441.101121131933,12790.778602677445,12906.222760408684,12798.089599226401,12732.599356738074,2021-07-26
2021-07-27,-3.84389921670447e-06,-0.0007372720866918,0.0023476903155685,0.0017513540054499,-0.0057187890124392,0.0056497453912127,-0.0047814214021677,1.0,3232.53002929687,-0.0036792578892402,-0.0029502149834065,0.0082659736664417,0.0024981742039566,-0.0042432158869925,-0.0029394970289494,4.42194117177052e-05,-0.0103109889311292,-0.0047191469918956,-0.0055047345439824,0.33728108,0.30585784,0.12655236,0.055611335,0.072241366,0.05138058,0.051075466,10000,13007.468809245844,12771.634347099489,12634.175261115766,12579.595484409905,12312.932771927724,12889.618381826778,12426.31605041825,12797.899635672198,12903.936590988069,12784.913538904178,12721.58392499062,2021-07-27
2021-07-28,-2.83461645125271e-05,-0.0010774274261855,0.001338635846686,0.0043648465102728,0.0046814208150864,-0.0034802719881765,-0.0008620670173158,1.0,3236.86010742187,-0.0069929638104568,-0.0031206997139742,-0.0084934959153759,-0.0022803885821279,-0.0069105133256661,-0.0018027037153716,-0.0054782297398757,-0.0081326188018948,0.0070319243522078,-0.0032689632948077,0.33728108,0.30585784,0.12655236,0.055611335,0.072241366,0.05138058,0.051075466,10000,13009.944868998491,12760.63729093128,12629.456642825287,12571.160216819862,12300.568216401378,12901.397928920294,12421.442650913199,12784.468440523548,12900.485769254437,12774.037526155575,12718.949347355941,2021-07-28
2021-07-29,-8.37138647824531e-06,-0.0004998034994638,0.0017871093505785,0.0112604972644576,0.0174901651512353,0.0001885042093849,0.0061792943846139,1.0,3242.64990234375,0.0079712178844205,0.0058365757626608,-0.0001495401008572,0.0068576311466316,0.0124817303430033,0.0050419826716851,0.0018152615671503,0.0059839283465249,0.0115514502825826,0.0074768316940925,0.33728108,0.30585784,0.12655236,0.055611335,0.072241366,0.05138058,0.051075466,10000,13039.885823083243,12800.040000037212,12665.018879494091,12600.136224779233,12335.43510194986,12947.13807912879,12459.014801055066,12810.754604253645,12938.488750064245,12820.848194344377,12753.477615917349,2021-07-29
2021-07-30,1.87899214676434e-05,0.0005442641379733,-0.0125152981567087,-0.0077821532768185,-0.0056252057630592,0.0013180223448561,0.0002678365757864,1.0,3202.32006835937,-0.0152004256798896,-0.010927082070988,-0.006486498751507,-0.0023697752079087,-0.0074046186595436,-0.0088193540307175,-0.0100011097419159,-0.0137508319479085,-0.0066077383899548,-0.0139944252408751,0.33728108,0.30585784,0.12655236,0.055611335,0.072241366,0.05138058,0.051075466,10000,13011.772165008973,12768.15373046075,12640.229335920021,12576.934841743156,12306.936621216957,12928.811770043045,12429.852028412542,12792.816616939586,12927.082835515215,12801.416726855019,12731.88334533276,2021-07-30
2021-08-02,6.58597186475873e-05,-0.0003316052320112,0.0064494572064841,-0.000868507622342,-0.0108275911908233,-0.0021663508754521,0.0090628779834629,1.0,3223.0400390625,0.011338469144869,0.0054246880457428,-0.0078340997880852,-0.0054951190064363,0.000159531113239,-0.0011012767235643,0.0184134779616018,0.0075111731395285,0.0019661194649026,0.0023686897493657,0.33728108,0.30585784,0.12655236,0.055611335,0.072241366,0.05138058,0.051075466,10000,13015.249089028228,12779.535999670225,12641.95794423328,12599.57631245839,12311.89037926941,12924.900078360923,12426.7259280563,12773.126317021648,12910.986923303608,12794.613704086616,12723.08675422977,2021-08-02
2021-08-03,1.05574833924038e-05,-5.57781923831157e-05,0.0043651650739811,-0.0011590004358761,-0.0046765556087127,0.0012250102698416,0.0012728561008144,1.0,3237.13989257812,-0.0033473550231207,-0.0005068693922959,-0.004831882858331,-0.0099233491333617,-0.0049120867126223,-0.0134776309903713,-0.0045182492883901,0.0108454540282693,-0.0095334710007497,-0.0073080136927062,0.33728108,0.30585784,0.12655236,0.055611335,0.072241366,0.05138058,0.051075466,10000,13018.72055145517,12770.464903890082,12637.52016232963,12588.773284554452,12325.348271127743,12905.672257691658,12411.70969733316,12761.669870857198,12891.148939792309,12783.0087514982,12697.881170801722,2021-08-03
