Date,단기채로그,중기채로그,ksp로그,iau로그,dbc로그,vnq로그,nsd로그,상승,코스피,유동성기법,레버리지기법,그레이엄기법,린치기법,버핏기법,삼대투자기법,성장성기법,수익성기법,시장가치기법,활동성기법,단기채w,중기채w,kspw,iauw,dbcw,vnqw,nsdw,금액,kospi,유동성추이,레버리지추이,성장성추이,수익성추이,시장가치추이,활동성추이,그레이엄추이,린치추이,버핏추이,삼대투자추이,Date
2017-07-17,0.0001082702501662,2.7479740118963e-05,0.0043267831967703,0.004224698881726,-0.0034471234211457,0.0080319304930975,0.0060332681468446,0,2425.10009765625,0.0133934328227688,0.011353538493293,0.003543271110408,0.007615389980963,0.0022983302786055,0.0036411118242211,0.001645504593258,0.0087406635181926,0.0042445686413337,0.004319213116441,0.066299796,0.055532303,0.21694583,0.0961011,0.0647124,0.14432651,0.35608208,10000,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2017-07-17
2017-07-18,4.75073819199423e-05,0.0002051098132618,0.0003875136118614,0.0075598977948199,0.0041351109753686,-0.0021516361548927,0.0029330079429312,0,2426.0400390625,-0.0023319649822736,0.0013275474251869,0.005499584603317,-0.0046135016658196,-0.0009308913191027,-0.00835680066504,-0.0057289960356243,0.0010037790515621,-0.0051376831828322,-0.0071710753741401,0.066299796,0.055532303,0.21694583,0.0961011,0.0647124,0.14432651,0.35608208,10000,10018.317809214286,10012.423745135548,10020.35892301509,10005.083668114436,10019.65570178502,10006.359545567153,10001.9752510531,10029.440939472417,10007.491204542588,10015.458361472518,9999.422763811117,2017-07-18
2017-07-19,2.65343764347392e-05,6.96419965198202e-05,0.0016062270429051,-0.0016750007260837,0.008901164133177,0.0075105590562944,0.0015332126047518,0,2429.93994140625,0.0048636129572527,-0.001580444509771,-0.0021498622168412,0.0063253637764757,0.0109956853453473,-0.0010513845940511,0.0092407277557462,0.0005422740468999,0.0050400369222581,0.0023886406119377,0.066299796,0.055532303,0.21694583,0.0961011,0.0647124,0.14432651,0.35608208,10000,10042.427533771786,10043.617756737847,10037.54604152136,10045.822852622161,10041.453421571652,10037.91955300653,10027.746789662568,10045.406979430314,10041.861236342145,10060.091761961798,10017.72017009537,2017-07-19
2017-07-20,4.06380905761949e-05,0.0003389846320072,0.004885347893718,0.0016750007260837,-0.0013643098069913,-0.004642883847663,0.0029199567553117,0,2441.84008789062,0.0128349167929185,0.0032476656118104,0.0104100802533348,-0.0040613826936795,0.0016388585410991,0.0131523673038095,-0.0033920445867684,0.0060110667478934,0.010600747995034,0.001226608136541,0.066299796,0.055532303,0.21694583,0.0961011,0.0647124,0.14432651,0.35608208,10000,10057.788356031075,10076.45608063388,10049.318641999602,10043.135598349565,10059.278475064266,10065.816583507278,10035.101283326087,10072.904906504618,10037.72228609232,10068.371002331853,10051.17275903147,2017-07-20
2017-07-21,3.92674186038277e-05,0.0004257481328924,0.0033606484978498,0.0091629636766836,-0.01374591673168,-0.0007160390537386,0.0099473991345639,0,2450.06005859375,-0.0031022450849226,-0.0049530173810785,-0.0004808378610164,-0.0066043919414701,-0.0074332231390071,-0.0010166743422889,-0.0037779427255266,-0.002766288231891,0.0081445211051436,-0.0014615733243072,0.066299796,0.055532303,0.21694583,0.0961011,0.0647124,0.14432651,0.35608208,10000,10100.173963295767,10104.790330441272,10073.557825863067,10069.90898818005,10088.295439431291,10118.743021527705,10066.88296833579,10106.947413586806,10058.358117175641,10087.272095663124,10083.974270810553,2017-07-21
2017-07-24,0.0001191903807526,0.0003046978206615,0.0005997934224755,0.0016569600978182,0.0020739514301255,-0.0019120936864229,-0.0013755600650373,0,2451.53002929687,0.0014150902539576,0.0011204778080333,0.0017224750581757,-0.0019421847560277,-0.0059283769111416,-0.001641025197204,0.0048167924727859,0.0033989166061154,0.0013754489816186,0.0070949940250494,0.066299796,0.055532303,0.21694583,0.0961011,0.0647124,0.14432651,0.35608208,10000,10096.977725461591,10103.381720578976,10071.508902174319,10075.959879337628,10091.241422448507,10117.24532387617,10077.937284292204,10106.21355159772,10049.631933935018,10069.831734065432,10075.88352440517,2017-07-24
2017-07-25,4.08649086836021e-05,7.05488820393895e-05,-0.0047553165563813,-0.0041476784012659,0.0109892123269448,0.0013149297550452,0.0013755600650373,0,2439.89990234375,0.0106585125177209,0.0049019490116368,-0.0060246603144786,0.0019488144307841,-0.0037421814931988,0.0024601097627449,0.004317939573273,0.0014053479255256,0.0011168978773532,-0.0003183577250844,0.066299796,0.055532303,0.21694583,0.0961011,0.0647124,0.14432651,0.35608208,10000,10096.723197581192,10137.012599208068,10092.357498907546,10095.535183031116,10104.451740073033,10129.855766604243,10087.35948413211,10103.190713581236,10063.974649585229,10071.781809731921,10091.383823723303,2017-07-25
2017-07-26,2.95406950865384e-05,-0.0002173732491659,-0.0022115065708607,0.0074534634091691,0.0095173768665954,0.006905664445223,0.0232365948537225,0,2434.51000976562,-9.76003880548859e-05,-0.0092121980607307,0.007765222561694,0.0100186450439553,-0.0110418954900083,0.0047376928355843,-0.0060348215407673,-0.000442465323892,-0.0019602687779556,-0.010012054899459,0.066299796,0.055532303,0.21694583,0.0961011,0.0647124,0.14432651,0.35608208,10000,10199.907571283919,10245.252216404358,10180.256549286074,10190.368101688768,10211.587902592422,10233.92971881344,10173.481333864156,10228.369525580085,10193.631499181647,10155.543993624677,10209.74665897991,2017-07-26
2017-07-27,4.10634580543245e-05,0.0004525519073563,0.0035795150592514,-0.0008254419841988,0.0060708494626942,0.0011857595778526,-0.0016129051883853,0,2443.23999023437,0.0057145523986235,0.0081672963564907,0.0086986094811402,0.0064824077923166,0.0066514787217116,0.0074089803791778,0.0070245553014704,0.0102370938227574,0.008799723484015,0.0036691264406,0.066299796,0.055532303,0.21694583,0.0961011,0.0647124,0.14432651,0.35608208,10000,10207.230760162847,10257.375538024218,10197.757734758163,10205.34108348553,10233.770691024538,10252.939258013275,10180.984048493066,10247.142392844193,10207.40221083404,10169.638204147748,10225.605768352234,2017-07-27
2017-07-28,5.09076690899945e-05,-2.86976624011003e-05,-0.0174438750905672,0.0082237620322045,0.0053655506234981,-0.0027293085775568,0.000537738929208,0,2400.98999023437,-0.0110675410945376,-0.0039689953112707,-0.0074276538326651,-0.0010087797638679,-0.0241222875264735,-0.0089159802395338,-0.00755398692359,-0.0138851696036608,-0.0092834193533258,0.0023482941757366,0.066299796,0.055532303,0.21694583,0.0961011,0.0647124,0.14432651,0.35608208,10000,10178.549654861024,10242.541936308038,10198.597299167881,10198.289672953042,10212.793160517731,10242.040375691622,10195.764089273158,10240.340851564775,10214.781535848777,10126.631448727123,10215.543685642759,2017-07-28
